,Rank,Name,City,State,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon
195,196.0,University at Buffalo (SUNY),Buffalo,NY,Public,23075.0,30648.0,17469.0,8198.0,43398.0,98000.0,57.0,1080.0,1260.0,24.0,28.0,www.buffalo.edu,42.8867166,-78.8783922
196,197.0,University of Tulsa,Tulsa,OK,Private,3630.0,4433.0,23948.0,31812.0,59435.0,107200.0,39.0,1150.0,1440.0,25.0,32.0,www.utulsa.edu,36.1556805,-95.9929113
197,198.0,University of Saint Thomas (MN),St. Paul,MN,Private,6424.0,9878.0,30503.0,21274.0,54647.0,106400.0,84.0,1090.0,1330.0,24.0,29.0,www.stthomas.edu,44.9504037,-93.1015026
198,199.0,"University of California, Riverside",Riverside,CA,Public,21017.0,23279.0,12344.0,21249.0,62677.0,106900.0,57.0,1090.0,1300.0,23.0,29.0,ucr.edu,50.481292,-108.2892248
199,200.0,Manhattan College,Riverdale,NY,Private,3727.0,4242.0,30243.0,18177.0,60212.0,125700.0,75.0,1050.0,1243.0,23.0,28.0,www.manhattan.edu,40.90056,-73.90639
200,201.0,University of South Carolina,Columbia,SC,Public,26791.0,34731.0,19519.0,5792.0,47162.0,89900.0,72.0,1170.0,1330.0,25.0,30.0,www.sc.edu,34.0007493,-81.0343313
201,202.0,Baylor University,Waco,TX,Private,14951.0,17059.0,34898.0,21350.0,60233.0,101400.0,39.0,1190.0,1360.0,26.0,31.0,www.baylor.edu,31.549333,-97.1466695
202,203.0,Bryant University,Smithfield,RI,Private,3503.0,3751.0,37730.0,20675.0,59904.0,108600.0,73.0,,,,,www.bryant.edu,41.9220433,-71.549507
203,204.0,University of Mary Washington,Fredericksburg,VA,Public,4800.0,4808.0,21227.0,5562.0,42716.0,98200.0,73.0,1080.0,1260.0,22.0,27.0,www.umw.edu,38.3031837,-77.4605399
204,205.0,Virginia Military Institute,Lexington,VA,Public,1722.0,1766.0,19905.0,14434.0,56288.0,120600.0,53.0,1100.0,1280.0,23.0,28.0,www.vmi.edu,37.7802145,-79.4438515
205,206.0,Clark University (MA),Worcester,MA,Private,2476.0,3153.0,27004.0,24329.0,55010.0,101400.0,56.0,,,,,www.clarku.edu,42.2761217,-71.8058232
206,207.0,Clarkson University,Potsdam,NY,Private,3335.0,4233.0,30563.0,32540.0,66106.0,130100.0,66.0,1143.0,1330.0,24.0,29.0,www.clarkson.edu,44.6697996,-74.9813349
207,208.0,Illinois Institute of Technology,Chicago,IL,Private,3227.0,7164.0,22098.0,34485.0,63749.0,118500.0,54.0,1230.0,1410.0,25.0,31.0,www.iit.edu,41.8755616,-87.6244212
208,209.0,Centre College,Danville,KY,Private,1443.0,1450.0,23237.0,26184.0,53910.0,88500.0,76.0,1170.0,1410.0,26.0,31.0,www.centre.edu,37.6456488,-84.7721823
209,210.0,University of San Francisco,San Francisco,CA,Private,7495.0,11063.0,32210.0,27943.0,65980.0,109900.0,66.0,1100.0,1290.0,22.0,28.0,www.usfca.edu,45.4754429,-75.6989463
210,211.0,Iowa State University,Ames,IA,Public,32814.0,36158.0,14331.0,7882.0,34442.0,101300.0,89.0,1160.0,1410.0,22.0,28.0,www.iastate.edu,42.0267703,-93.6170554
211,212.0,Louisiana State University,Baton Rouge,LA,Public,27658.0,30861.0,18181.0,9304.0,46381.0,102900.0,74.0,1060.0,1290.0,23.0,28.0,www.lsu.edu,30.4459596,-91.18738
212,213.0,Willamette University,Salem,OR,Private,2181.0,2498.0,28327.0,27489.0,62262.0,97700.0,89.0,,,,,www.willamette.edu,44.9391565,-123.033121
213,214.0,Gustavus Adolphus College,St. Peter,MN,Private,2181.0,2263.0,20050.0,24333.0,55800.0,96800.0,68.0,,,,,https://gustavus.edu,44.3238384,-93.9585295
214,215.0,Quinnipiac University,Hamden,CT,Private,7704.0,10200.0,38695.0,22460.0,63770.0,97700.0,74.0,1080.0,1260.0,23.0,27.0,www.quinnipiac.edu,41.3959287,-72.8968716
215,216.0,Butler University,Indianapolis,IN,Private,4311.0,5145.0,36413.0,16348.0,56740.0,99300.0,65.0,1150.0,1320.0,25.0,30.0,www.butler.edu,39.779801,-86.1394092
216,217.0,"SUNY, College of Environmental Science and Forestry",Syracuse,NY,Public,1825.0,2213.0,17923.0,7628.0,36953.0,97000.0,52.0,1150.0,1300.0,24.0,28.0,www.esf.edu,43.0481221,-76.1474244
217,218.0,University of Arizona,Tucson,AZ,Public,36862.0,43751.0,14744.0,11272.0,51707.0,101000.0,84.0,,,,,www.arizona.edu,32.2228765,-110.9748477
218,219.0,"University of Missouri, Columbia",Columbia,MO,Public,27923.0,30844.0,18602.0,9316.0,43330.0,98600.0,78.0,1120.0,1350.0,23.0,29.0,www.missouri.edu,38.951883,-92.3337366
219,220.0,The Citadel,Charleston,SC,Public,3043.0,3717.0,17935.0,11281.0,50506.0,108100.0,81.0,1020.0,1220.0,20.0,25.0,www.citadel.edu/root,32.7876012,-79.9402728
220,221.0,University of Washington Bothell,Bothell,WA,Public,5981.0,6175.0,9822.0,12946.0,51348.0,108000.0,80.0,1030.0,1230.0,19.0,26.0,https://www.uwb.edu,47.7598697,-122.2068288
221,222.0,Emerson College,Boston,MA,Private,4088.0,4459.0,43965.0,20323.0,65324.0,94300.0,46.0,1200.0,1360.0,26.0,30.0,www.emerson.edu,42.3602534,-71.0582912
222,223.0,"Colorado State University, Fort Collins",Fort Collins,CO,Public,28404.0,33083.0,17058.0,8221.0,43437.0,96100.0,83.0,1100.0,1300.0,22.0,28.0,www.colostate.edu,40.5508527,-105.0668085
223,224.0,"University of Tennessee, Knoxville",Knoxville,TN,Public,23803.0,28321.0,19335.0,8903.0,49350.0,95100.0,77.0,1140.0,1310.0,24.0,30.0,www.utk.edu,35.9603948,-83.9210261
224,225.0,Taylor University,Upland,IN,Private,2145.0,2831.0,24525.0,17726.0,45330.0,90600.0,87.0,1045.0,1290.0,22.0,29.0,www.taylor.edu,40.4755974,-85.4944168
225,226.0,Drexel University,Philadelphia ,PA,Private,17789.0,24190.0,37427.0,28767.0,68792.0,114800.0,79.0,1160.0,1360.0,24.0,30.0,www.drexel.edu,39.9527237,-75.1635262
226,227.0,Stonehill College,Easton,MA,Private,2498.0,2536.0,32911.0,22865.0,59560.0,103200.0,72.0,,,,,www.stonehill.edu,42.0245442,-71.1286594
227,228.0,University of South Florida,Tampa,FL,Public,37076.0,43540.0,11700.0,7937.0,32324.0,91300.0,45.0,1150.0,1310.0,24.0,29.0,www.usf.edu,27.9477595,-82.458444
228,229.0,St. Mary's College of Maryland,St. Mary's City,MD,Public,1598.0,1746.0,21025.0,8414.0,45130.0,95400.0,82.0,1070.0,1290.0,22.0,28.0,www.smcm.edu,38.186492,-76.43012
229,230.0,Bard College,Annandale-on-Hudson,NY,Private,2101.0,2293.0,26766.0,39096.0,70562.0,90600.0,58.0,,,,,www.bard.edu,42.0128695,-73.9081901
230,231.0,Washington State University,Pullman,WA,Public,27917.0,30614.0,16314.0,8572.0,41675.0,103700.0,73.0,1020.0,1220.0,20.0,26.0,www.wsu.edu,46.7304268,-117.173895
231,232.0,Truman State University,Kirksville,MO,Public,6272.0,6289.0,12537.0,8778.0,27878.0,85800.0,67.0,1185.0,1420.0,24.0,30.0,www.truman.edu,40.1948848,-92.5833939
232,233.0,Illinois Wesleyan University,Bloomington,IL,Private,1649.0,1791.0,26976.0,26421.0,58830.0,96000.0,61.0,1195.0,1395.0,24.0,29.0,www.iwu.edu,40.4731073,-88.9941403
233,234.0,"St. John's College, Annapolis",Annapolis,MD,Private,445.0,513.0,26808.0,33723.0,65409.0,,54.0,1280.0,1450.0,26.0,32.0,stjohnscollege.edu,38.9786401,-76.492786
234,235.0,"SUNY, Geneseo",Geneseo,NY,Public,5652.0,5792.0,18879.0,6708.0,34740.0,93300.0,72.0,1120.0,1300.0,24.0,29.0,geneseo.edu,42.8045378,-77.7714572
235,236.0,Westmont College,Santa Barbara,CA,Private,1300.0,1356.0,31039.0,26711.0,60930.0,102400.0,85.0,1130.0,1380.0,23.0,30.0,www.westmont.edu,45.5361933,-73.6077401
236,237.0,Cedarville University,Cedarville,OH,Private,3666.0,3886.0,21490.0,14155.0,39194.0,87300.0,71.0,1130.0,1350.0,23.0,29.0,www.cedarville.edu,39.7442268,-83.8085372
237,238.0,University of the Pacific (CA),Stockton,CA,Private,3639.0,6255.0,29171.0,26884.0,64796.0,109300.0,65.0,1070.0,1330.0,22.0,30.0,www.pacific.edu,49.583333,-99.45
238,239.0,"University of Nebraska, Lincoln",Lincoln,NE,Public,22012.0,26079.0,17784.0,8538.0,40182.0,96700.0,64.0,1100.0,1380.0,22.0,29.0,www.unl.edu,40.8088861,-96.7077751
239,240.0,"University of Texas, Dallas",Richardson,TX,Public,18764.0,27642.0,14763.0,14321.0,45488.0,100900.0,76.0,1220.0,1430.0,26.0,32.0,www.utdallas.edu,32.9481789,-96.7297206
240,241.0,Rollins College,Winter Park,FL,Private,2894.0,3278.0,30194.0,30057.0,67775.0,87000.0,64.0,,,,,www.rollins.edu,28.5977707,-81.3510264
241,242.0,University of Central Florida,Orlando,FL,Public,65100.0,66059.0,15286.0,5757.0,38353.0,88600.0,50.0,1150.0,1320.0,24.0,29.0,www.ucf.edu,28.5421109,-81.3790304
242,243.0,Ithaca College,Ithaca,NY,Private,6488.0,6516.0,33848.0,25073.0,61339.0,98600.0,71.0,,,,,www.ithaca.edu,42.4396039,-76.4968019
243,244.0,DePaul University,Chicago,IL,Private,17838.0,22769.0,30502.0,20387.0,56275.0,102900.0,72.0,,,,,www.depaul.edu/Pages/default.aspx,41.8755616,-87.6244212
244,245.0,Missouri University of Science and Technology,Rolla,MO,Public,7192.0,8883.0,14473.0,8975.0,38684.0,122600.0,84.0,1100.0,1340.0,25.0,31.0,www.mst.edu,37.9509324,-91.7708076
245,246.0,University of New Hampshire,Durham,NH,Public,13688.0,15363.0,24529.0,12539.0,47570.0,100300.0,77.0,1070.0,1260.0,23.0,28.0,www.unh.edu,43.134564,-70.927048
246,247.0,Hope College,Holland,MI,Private,3150.0,3281.0,26175.0,15907.0,45410.0,90900.0,74.0,1090.0,1320.0,24.0,29.0,hope.edu,42.7876022,-86.1090828
247,248.0,Loyola University Chicago,Chicago,IL,Private,12864.0,16673.0,33036.0,22016.0,59958.0,96000.0,71.0,1120.0,1310.0,24.0,29.0,www.luc.edu,41.8755616,-87.6244212
248,249.0,Seton Hall University,South Orange,NJ,Private,6260.0,9801.0,27563.0,24710.0,57090.0,103800.0,73.0,1140.0,1280.0,24.0,28.0,www.shu.edu,40.7474966,-74.2635376
249,250.0,College of Wooster,Wooster,OH,Private,1980.0,2122.0,25442.0,30851.0,61900.0,91300.0,56.0,1150.0,1380.0,24.0,30.0,wooster.edu,40.7980976,-81.9397733
250,251.0,University of Scranton,Scranton,PA,Private,3893.0,5373.0,35298.0,22094.0,61096.0,99700.0,75.0,1080.0,1280.0,23.0,28.0,www.scranton.edu,41.4086874,-75.6621294
251,252.0,University of Alabama,Tuscaloosa,AL,Public,35625.0,38563.0,21973.0,16494.0,46744.0,97400.0,53.0,1050.0,1280.0,23.0,32.0,www.ua.edu,33.2095614,-87.5675258
252,253.0,College of Saint Benedict,St. Joseph,MN,Private,1937.0,2022.0,25020.0,28210.0,56880.0,88600.0,81.0,1010.0,1220.0,22.0,28.0,www.csbsju.edu,45.5645229,-94.3180516
253,254.0,Saint John's University (MN),Collegeville,MN,Private,1815.0,1816.0,23977.0,27780.0,55872.0,108400.0,80.0,970.0,1190.0,22.0,27.0,www.csbsju.edu/About/Saint-Johns-University.htm,45.5944117,-94.3622868
254,255.0,California Lutheran University,Thousand Oaks,CA,Private,3207.0,4236.0,25871.0,27282.0,59877.0,95000.0,73.0,1060.0,1230.0,21.0,27.0,www.callutheran.edu,34.1714271,-118.9105877
255,256.0,"Embry-Riddle Aeronautical University, Prescott",Prescott,AZ,Private,2543.0,2663.0,32898.0,15756.0,51036.0,117900.0,77.0,1130.0,1350.0,23.0,29.0,www.prescott.erau.edu,34.5399962,-112.4687616
256,257.0,Beloit College,Beloit,WI,Private,1402.0,1509.0,13972.0,30344.0,59442.0,85700.0,54.0,,,,,www.beloit.edu,42.5083272,-89.031784
257,258.0,Western Washington University,Bellingham,WA,Public,15915.0,16246.0,16220.0,6500.0,38067.0,99300.0,85.0,1080.0,1280.0,22.0,28.0,www.wwu.edu,48.7544012,-122.4788361
258,259.0,Rockhurst University,Kansas City,MO,Private,2176.0,3043.0,22901.0,26031.0,51631.0,92500.0,72.0,1050.0,1230.0,22.0,27.0,www.rockhurst.edu,39.100105,-94.5781416
259,260.0,University of Kansas,Lawrence,KS,Public,20894.0,27625.0,18814.0,9205.0,41074.0,98600.0,93.0,,,23.0,28.0,www.ku.edu,38.9719384,-95.2359496
260,261.0,Oregon State University,Corvallis,OR,Public,29777.0,30896.0,20493.0,8263.0,44706.0,104800.0,79.0,1070.0,1300.0,22.0,28.0,oregonstate.edu,44.5645659,-123.2620435
261,262.0,"University of Maryland, Baltimore County",Baltimore,MD,Public,12702.0,13662.0,20539.0,9402.0,41674.0,103600.0,60.0,1140.0,1360.0,24.0,29.0,https://www.umbc.edu,39.2908816,-76.610759
262,263.0,Point Loma Nazarene University,San Diego,CA,Private,3313.0,4417.0,31452.0,16687.0,49844.0,90100.0,76.0,1100.0,1290.0,23.0,28.0,https://www.pointloma.edu,32.7174202,-117.1627728
263,264.0,Wheaton College (MA),Norton,MA,Private,1688.0,1695.0,27875.0,31592.0,65818.0,97500.0,48.0,1150.0,1350.0,26.0,30.0,wheatoncollege.edu,41.9667666,-71.1869939
264,265.0,New School,New York,NY,Private,8911.0,10389.0,40819.0,19358.0,69475.0,101700.0,62.0,1100.0,1310.0,24.0,28.0,www.newschool.edu,40.7127281,-74.0060152
265,266.0,Calvin University,Grand Rapids,MI,Private,3840.0,4232.0,25596.0,18532.0,46790.0,91100.0,83.0,1100.0,1330.0,23.0,30.0,https://www.calvin.edu,42.9632405,-85.6678639
266,267.0,Christopher Newport University,Newport News,VA,Public,5001.0,5081.0,22351.0,5737.0,41876.0,87200.0,72.0,,,,,cnu.edu,37.1061414,-76.5008003
267,268.0,New Jersey Institute of Technology,Newark,NJ,Public,9366.0,11446.0,19409.0,13782.0,51518.0,121300.0,61.0,1190.0,1370.0,24.0,30.0,www.njit.edu,40.735657,-74.1723667
268,269.0,Juniata College,Huntingdon,PA,Private,1495.0,1638.0,24795.0,29639.0,58165.0,93100.0,71.0,,,,,www.juniata.edu,40.4847959,-78.0102813
269,270.0,College of the Ozarks,Point Lookout,MO,Private,1508.0,1773.0,8352.0,15362.0,29539.0,71100.0,13.0,1088.0,1235.0,21.0,26.0,www.cofo.edu,36.6161033,-93.2398425
270,271.0,University of Arkansas,Fayetteville,AR,Public,24344.0,27558.0,16069.0,6629.0,40162.0,98000.0,66.0,1110.0,1280.0,23.0,29.0,www.uark.edu,36.0625843,-94.1574328
271,272.0,"California State University, Long Beach",Long Beach,CA,Public,34415.0,37622.0,9423.0,8454.0,35946.0,101700.0,28.0,1020.0,1230.0,20.0,26.0,www.csulb.edu,44.4567705,-78.7359702
272,273.0,"California State Polytechnic University, Pomona",Pomona,CA,Public,24747.0,26053.0,13068.0,7957.0,37937.0,110800.0,55.0,1010.0,1230.0,20.0,27.0,www.csupomona.edu,34.0553813,-117.7517496
273,274.0,"CUNY, Queens College",Queens,NY,Public,19866.0,20379.0,3318.0,9104.0,35692.0,96700.0,43.0,1060.0,1220.0,,,www.qc.cuny.edu/Pages/home.aspx,40.7498243,-73.7976337
274,275.0,University of Redlands,Redlands,CA,Private,3556.0,4898.0,29520.0,30419.0,67024.0,102400.0,75.0,1070.0,1250.0,23.0,28.0,www.redlands.edu,34.055735,-117.1888961
275,276.0,Michigan Technological University,Houghton,MI,Public,6148.0,7292.0,15481.0,11959.0,46344.0,116300.0,74.0,1160.0,1340.0,25.0,30.0,www.mtu.edu,46.8591287,-88.7774734
276,277.0,New College of Florida,Sarasota,FL,Public,859.0,885.0,10248.0,9341.0,43678.0,86500.0,69.0,1190.0,1380.0,25.0,30.0,www.ncf.edu,27.3364347,-82.5306527
277,278.0,University of Dallas,Irving,TX,Private,1505.0,2510.0,23663.0,25952.0,54876.0,96400.0,47.0,1140.0,1370.0,24.0,31.0,www.udallas.edu,32.8295183,-96.9442177
278,279.0,"University of Illinois, Chicago",Chicago,IL,Public,19476.0,30539.0,13866.0,13415.0,43518.0,103800.0,77.0,1080.0,1330.0,20.0,26.0,www.uic.edu/uic,41.8755616,-87.6244212
279,280.0,Wabash College,Crawfordsville,IN,Private,848.0,864.0,21870.0,28547.0,54600.0,114400.0,63.0,1070.0,1280.0,23.0,28.0,www.wabash.edu,40.0401991,-86.8990249
280,281.0,Washington College,Chestertown,MD,Private,1484.0,1520.0,28943.0,26844.0,61010.0,93500.0,48.0,,,,,www.washcoll.edu,39.2089986,-76.0666126
281,282.0,Saint Michael's College,Colchester,VT,Private,2077.0,2126.0,30142.0,23373.0,57560.0,98500.0,85.0,,,,,www.smcvt.edu,44.5360015,-73.2058402
282,283.0,The Catholic University of America,Washington,DC,Private,3323.0,6023.0,32731.0,24577.0,62482.0,105100.0,83.0,,,,,www.cua.edu,38.8949924,-77.0365581
283,284.0,Massachusetts Maritime Academy,Buzzards Bay,MA,Public,1780.0,1811.0,18027.0,10571.0,43085.0,117500.0,83.0,1040.0,1200.0,21.0,25.0,https://www.maritime.edu,41.745383,-70.618087
284,285.0,Siena College,Loudonville,NY,Private,3226.0,3288.0,27588.0,24332.0,53855.0,101500.0,78.0,,,,,www.siena.edu/pages/1.asp,42.7048009,-73.7548424
285,286.0,Bennington College,Bennington,VT,Private,782.0,851.0,29815.0,35753.0,70760.0,90000.0,57.0,,,,,www.bennington.edu/Home.aspx,42.8783183,-73.1971692
286,287.0,John Carroll University,University Heights,OH,Private,3273.0,3545.0,25017.0,25797.0,55820.0,97300.0,85.0,1000.0,1140.0,22.0,27.0,sites.jcu.edu,41.497831,-81.537346
287,288.0,Saint Mary's College (IN),Notre Dame,IN,Private,1637.0,1690.0,23244.0,25970.0,55200.0,89300.0,78.0,1030.0,1250.0,23.0,29.0,https://www.saintmarys.edu,41.7045677,-86.2382203
288,289.0,Seattle Pacific University,Seattle,WA,Private,3359.0,3783.0,30299.0,23350.0,56485.0,103400.0,91.0,1060.0,1280.0,21.0,27.0,www.spu.edu,47.6038321,-122.3300624
289,290.0,"University at Albany, SUNY",Albany,NY,Public,14939.0,17743.0,18093.0,9096.0,40562.0,101700.0,54.0,1080.0,1260.0,22.0,26.0,www.albany.edu,42.6511674,-73.754968
290,291.0,Messiah College,Mechanicsburg,PA,Private,2866.0,3331.0,27200.0,18110.0,47930.0,93100.0,77.0,1100.0,1310.0,22.0,29.0,www.messiah.edu,40.2101972,-77.0047276
291,292.0,Hofstra University,Hempstead,NY,Private,7438.0,11131.0,32240.0,24541.0,61260.0,110400.0,64.0,1130.0,1310.0,24.0,29.0,hofstra.edu,40.7063185,-73.618684
292,293.0,Biola University,La Mirada,CA,Private,4256.0,6172.0,31492.0,18028.0,54516.0,92500.0,72.0,1063.0,1298.0,21.0,28.0,www.biola.edu,33.9060971,-118.0107092
293,294.0,Duquesne University,Pittsburgh,PA,Private,6467.0,9190.0,28961.0,19545.0,52108.0,96100.0,72.0,1120.0,1270.0,24.0,29.0,www.duq.edu,40.4416941,-79.9900861
294,295.0,San Jose State University,San Jose,CA,Public,27394.0,35835.0,14627.0,8545.0,40046.0,114700.0,67.0,1000.0,1210.0,19.0,26.0,www.sjsu.edu,37.3361905,-121.890583
295,296.0,Ursinus College,Collegeville,PA,Private,1507.0,1576.0,29219.0,32962.0,66242.0,101800.0,78.0,1110.0,1310.0,24.0,30.0,www.ursinus.edu,40.1856597,-75.451571
296,297.0,Saint Mary's College of California,Moraga,CA,Private,3018.0,3913.0,33570.0,29572.0,65524.0,110800.0,82.0,1060.0,1240.0,22.0,27.0,www.stmarys-ca.edu,37.834897,-122.12883
297,298.0,Regis University,Denver,CO,Private,5127.0,8341.0,23672.0,21367.0,51202.0,94800.0,60.0,1070.0,1266.0,20.0,26.0,www.regis.edu,39.7392364,-104.9848623
298,299.0,Temple University,Philadelphia,PA,Public,31739.0,39967.0,23366.0,10739.0,44190.0,95900.0,57.0,,,,,www.temple.edu,39.9527237,-75.1635262
299,300.0,"California State University, Fullerton",Fullerton,CA,Public,38279.0,40905.0,8737.0,8436.0,39222.0,98400.0,46.0,1020.0,1180.0,19.0,24.0,www.fullerton.edu,33.8708215,-117.9294165
300,301.0,"CUNY, Hunter College",New York,NY,Public,20626.0,23005.0,3170.0,8039.0,29454.0,94500.0,40.0,1120.0,1290.0,,,www.hunter.cuny.edu/main,40.7127281,-74.0060152
301,302.0,Ohio Northern University,Ada,OH,Private,2310.0,3088.0,23100.0,20796.0,46118.0,103900.0,66.0,1130.0,1310.0,22.0,28.0,www.onu.edu,38.8398935,-83.5051704
302,303.0,Maryland Institute College of Art,,MD,Private,2041.0,2128.0,38763.0,18939.0,62850.0,84500.0,62.0,1060.0,1290.0,24.0,29.0,,39.5162234,-76.9382069
303,304.0,Bradley University,Peoria,IL,Private,4669.0,5844.0,24814.0,19250.0,46680.0,104900.0,71.0,1080.0,1290.0,22.0,28.0,www.bradley.edu,40.6938609,-89.5891008
304,305.0,Appalachian State University,Boone,NC,Public,17811.0,18811.0,13691.0,8312.0,33819.0,82700.0,70.0,1100.0,1270.0,23.0,27.0,www.appstate.edu,36.216795,-81.6745517
305,306.0,University of Houston,Houston,TX,Public,40813.0,45364.0,16392.0,9530.0,37306.0,103900.0,61.0,1110.0,1280.0,23.0,27.0,www.uh.edu,29.7589382,-95.3676974
306,307.0,Transylvania University,Lexington,KY,Private,966.0,983.0,25405.0,21960.0,50550.0,85600.0,95.0,,,,,https://www.transy.edu,38.0464066,-84.4970393
307,308.0,University of Kentucky,Lexington,KY,Public,23718.0,29465.0,18527.0,9387.0,45634.0,96400.0,96.0,1080.0,1330.0,22.0,28.0,www.uky.edu,38.0464066,-84.4970393
308,309.0,California State University Maritime Academy,Vallejo,CA,Public,1090.0,1181.0,16416.0,7716.0,39962.0,129600.0,66.0,,,,,https://www.csum.edu/web/mycampus/home;jsessionid=788be41b906ebd9485432c0ba641d830,38.1040864,-122.2566367
309,310.0,Presbyterian College,Clinton,SC,Private,1135.0,1280.0,18504.0,31372.0,51910.0,89900.0,65.0,1020.0,1250.0,21.0,27.0,www.presby.edu,34.4726277,-81.8806562
310,311.0,Texas Tech University,Lubbock,TX,Public,32154.0,36996.0,17134.0,6632.0,33425.0,106500.0,69.0,1070.0,1240.0,22.0,27.0,www.texastech.edu,33.5635206,-101.879336
311,312.0,"Embry-Riddle Aeronautical University, Daytona Beach",Daytona Beach,FL,Private,5777.0,6338.0,33120.0,15100.0,51828.0,111200.0,75.0,1080.0,1310.0,22.0,28.0,daytonabeach.erau.edu,29.2108147,-81.0228331
312,313.0,University of Cincinnati,Cincinnati,OH,Public,28857.0,37155.0,22828.0,7045.0,44490.0,97300.0,76.0,1120.0,1340.0,23.0,28.0,www.uc.edu,39.1014537,-84.5124602
313,314.0,Hampden-Sydney College,Hampden-Sydney,VA,Private,1046.0,1054.0,31337.0,26751.0,60360.0,108600.0,55.0,1050.0,1265.0,21.0,27.0,www.hsc.edu,37.241524,-78.4709854
314,315.0,Southwestern University,Georgetown,TX,Private,1396.0,1536.0,24993.0,25506.0,54330.0,93500.0,43.0,1110.0,1320.0,23.0,29.0,www.southwestern.edu,30.6665525,-97.6779638
315,316.0,Whitworth University,Spokane,WA,Private,2342.0,2627.0,28229.0,26020.0,57824.0,88800.0,89.0,1090.0,1310.0,23.0,29.0,www.whitworth.edu,47.6571934,-117.4235106
316,317.0,Franciscan University of Steubenville,Steubenville,OH,Private,2230.0,2929.0,23699.0,10971.0,37790.0,86200.0,83.0,1080.0,1300.0,23.0,28.0,www.franciscan.edu,40.3697905,-80.6339638
317,318.0,Belmont University,Nashville,TN,Private,6636.0,8012.0,34819.0,13488.0,50740.0,80900.0,81.0,1140.0,1310.0,24.0,29.0,www.belmont.edu,36.1622296,-86.7743531
318,319.0,Saint Anselm College,Manchester,NH,Private,1964.0,1995.0,31268.0,23338.0,56846.0,100300.0,76.0,1140.0,1300.0,24.0,28.0,www.anselm.edu,42.9956397,-71.4547891
319,320.0,Towson University,Towson,MD,Public,21615.0,22705.0,17893.0,8815.0,38754.0,91200.0,77.0,1055.0,1210.0,21.0,25.0,www.towson.edu,39.4018552,-76.602388
320,321.0,University of Evansville,Evansville,IN,Private,2516.0,2537.0,20517.0,26391.0,50868.0,89900.0,70.0,1020.0,1255.0,22.0,29.0,www.evansville.edu,37.9747645,-87.5558483
321,322.0,Earlham College,Richmond,IN,Private,1072.0,1128.0,19454.0,36987.0,58670.0,88400.0,52.0,1190.0,1400.0,25.0,30.0,earlham.edu,39.8286897,-84.8898521
322,323.0,College of Charleston,Charleston,SC,Public,10863.0,11322.0,19311.0,9018.0,48057.0,85100.0,80.0,1070.0,1230.0,22.0,27.0,www.cofc.edu,32.7876012,-79.9402728
323,324.0,Dordt University,Sioux Center,IA,Private,1533.0,1579.0,23792.0,16673.0,43800.0,89600.0,72.0,1050.0,1320.0,22.0,28.0,www.dordt.edu,43.079692,-96.175672
324,325.0,Xavier University,Cincinnati,OH,Private,4893.0,6786.0,30019.0,20690.0,52380.0,94000.0,74.0,1060.0,1240.0,22.0,28.0,www.xavier.edu,39.1014537,-84.5124602
325,326.0,Milwaukee School of Engineering,Milwaukee,WI,Private,2779.0,2823.0,21328.0,25716.0,52046.0,117600.0,63.0,1153.0,1360.0,25.0,30.0,www.msoe.edu/home,43.0349931,-87.922497
326,327.0,Pacific Lutheran University,Tacoma,WA,Private,2942.0,3122.0,24034.0,26984.0,54800.0,98100.0,75.0,1040.0,1270.0,21.0,27.0,www.plu.edu,47.2495798,-122.4398746
327,328.0,Pratt Institute,Brooklyn,NY,Private,4050.0,5035.0,43969.0,20362.0,65308.0,102300.0,57.0,1040.0,1290.0,24.0,29.0,https://www.pratt.edu,40.6501024,-73.9495829
328,329.0,Kettering University,Flint,MI,Private,2129.0,2311.0,37247.0,18564.0,59227.0,125000.0,70.0,1190.0,1350.0,24.0,29.0,https://www.kettering.edu,43.0161693,-83.6900211
329,330.0,St. Joseph's College (NY),Brooklyn,NY,Private,1085.0,1176.0,16973.0,14686.0,39050.0,86900.0,68.0,868.0,1060.0,18.0,22.0,www.sjcny.edu,40.6501024,-73.9495829
330,331.0,Knox College,Galesburg,IL,Private,1356.0,1376.0,22998.0,29331.0,56554.0,95400.0,72.0,,,,,www.knox.edu,40.9479779,-90.3705842
331,332.0,Master's University,Santa Clarita,CA,Private,1551.0,1946.0,26292.0,18498.0,47766.0,86600.0,66.0,1030.0,1240.0,20.0,23.0,www.masters.edu,34.3916641,-118.542586
332,333.0,SUNY Maritime College,Throggs Neck,NY,Public,1778.0,1794.0,18413.0,7134.0,34958.0,140700.0,69.0,1100.0,1253.0,22.0,26.0,www.sunymaritime.edu,40.8214533,-73.8241911
333,334.0,"University of Wisconsin, La Crosse",La Crosse,WI,Public,10480.0,10548.0,14424.0,2975.0,26055.0,88300.0,73.0,,,22.0,26.0,www.uwlax.edu,43.8014053,-91.2395429
334,335.0,"California State University, Chico",Chico,CA,Public,17732.0,17875.0,14703.0,8615.0,36300.0,105100.0,68.0,990.0,1170.0,19.0,25.0,www.csuchico.edu,45.5484418,-73.5428
