,Rank,Name,City,State,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon
455,456,"University of Alabama, Birmingham",Birmingham,AL,Public,13308,20902,17535,9254,36800,87200,92,990,1370,21,28,www.uab.edu,33.5206824,-86.8024326
456,457,Sonoma State University,Rohnert Park,CA,Public,9244,9481,17296,7277,37914,97100,82,980,1170,19,24,www.sonoma.edu,38.3396367,-122.7010984
457,458,Canisius College,Buffalo,NY,Private,2861,3464,20913,26244,52172,90000,78,1040,1260,22,28,www.canisius.edu,42.8867166,-78.8783922
458,459,Houghton College,Houghton,NY,Private,1043,1231,19325,22690,44408,77900,91,1060,1320,22,29,www.houghton.edu,42.4215115,-78.164026
459,460,Hamline University,Saint Paul,MN,Private,2346,3734,21103,26309,52178,90400,69,1015,1260,20,26,www.hamline.edu,44.9504037,-93.1015026
460,461,Ouachita Baptist University,Arkadelphia,AR,Private,1545,1648,18509,17776,37600,80200,71,1020,1260,21,28,www.obu.edu,34.1209292,-93.053784
461,462,Ohio Wesleyan University,Delaware,OH,Private,1560,1712,25194,31028,60350,99200,71,,,,,www.owu.edu,40.2986724,-83.067965
462,463,Birmingham-Southern College,Birmingham,AL,Private,1283,1325,22853,26594,52414,88300,62,1030,1260,23,29,www.bsc.edu,33.5206824,-86.8024326
463,464,Berea College,Berea,KY,Private,1670,1710,1298,33422,35394,71600,35,970,1200,22,27,www.berea.edu,37.568694,-84.2963224
464,465,Roanoke College,Salem,VA,Private,2035,2087,27435,26726,59327,85100,67,1040,1230,22,27,www.roanoke.edu,37.293378,-80.054667
465,466,"University of Colorado, Denver",Denver,CO,Public,19806,24839,14941,6251,44114,95600,65,1060,1280,21,27,www.cu.edu,39.7392364,-104.9848623
466,467,Saint Vincent College,Latrobe,PA,Private,1720,1865,20909,25507,48879,88300,62,1020,1210,20,26,www.stvincent.edu,40.317287,-79.3840301
467,468,Spelman College,Atlanta,GA,Private,2137,2166,36740,13647,51642,85400,40,1070,1215,22,26,www.spelman.edu,33.7489924,-84.3902644
468,469,"California State University, Sacramento",Sacramento,CA,Public,30445,31255,9733,8984,37622,101100,68,940,1140,17,23,www.csus.edu,38.5810606,-121.4938951
469,470,Wittenberg University,Springfield,OH,Private,1884,2053,24263,26135,52056,105400,72,,,,,www.wittenberg.edu,39.9234046,-83.810138
470,471,South Dakota State University,Brookings,SD,Public,12516,13103,23362,4201,26052,91900,91,980,1260,20,26,www.sdstate.edu,44.311461,-96.79844
471,472,Coe College,Cedar Rapids,IA,Private,1394,1476,20767,31543,55240,86900,56,1073,1326,22,28,www.coe.edu,41.9758872,-91.6704053
472,473,East Carolina University,Greenville,NC,Public,25207,29131,15415,8225,38277,85400,79,1030,1180,20,24,www.ecu.edu,35.612661,-77.3663538
473,474,"California State University, Northridge",Northridge,CA,Public,37184,41319,5703,9782,34007,97300,58,910,1120,17,22,www.csun.edu,34.2345615,-118.5369316
474,475,University of Alabama in Huntsville,Huntsville,AL,Public,7519,9101,19986,9587,36881,103900,81,1080,1330,25,31,www.uah.edu,34.729847,-86.5859011
475,476,Mercer University,Macon,GA,Private,5057,8653,21044,28528,51293,85100,73,1170,1340,25,30,www.mercer.edu,32.8406946,-83.6324022
476,477,Oklahoma City University,Oklahoma City,OK,Private,1983,2845,26838,18588,45408,87900,72,1110,1280,23,28,www.okcu.edu,35.4729886,-97.5170536
477,478,Rider University,Lawrenceville,NJ,Private,4371,5073,29086,25766,59700,99000,67,990,1190,19,26,www.rider.edu,40.3009876,-74.7373728
478,479,Loyola University New Orleans,New Orleans,LA,Private,2766,3759,22766,27972,55402,88600,69,1080,1270,22,28,www.loyno.edu,29.9499323,-90.0701156
479,480,Nova Southeastern University,Fort-Lauderdale-Davie,FL,Private,4840,20793,26606,19075,49149,89800,58,1080,1280,23,28,www.nova.edu,26.0705367,-80.3559118
480,481,Grand Valley State University,Allendale,MI,Public,24282,25049,16975,6374,29314,82100,81,1050,1230,21,26,www.gvsu.edu,42.9722455,-85.9536535
481,482,Florida Atlantic University,Boca Raton,FL,Public,30208,31454,10466,8635,35804,91200,60,1060,1220,21,26,www.fau.edu,26.3586885,-80.0830984
482,483,Northwestern College (IA),Orange City,IA,Private,1131,1243,23064,19343,43650,82400,68,995,1235,21,27,www.nwciowa.edu,43.0072424,-96.0583138
483,484,Pacific University (OR),Forest Grove,OR,Private,1995,3893,29902,26103,57488,94000,84,1070,1260,22,27,www.pacificu.edu,45.5197452,-123.1114405
484,485,"University of North Carolina, Charlotte",Charlotte,NC,Public,26758,29317,16286,7385,37081,92600,66,1110,1270,22,26,www.uncc.edu,35.2272086,-80.8430827
485,486,Tennessee Technological University,Cookeville,TN,Public,10215,10504,14813,9050,42377,95100,64,1010,1250,21,28,www.tntech.edu,36.1623886,-85.4997057
486,487,Ball State University,Muncie,IN,Public,19231,22513,15187,10658,40448,83700,62,1080,1240,20,24,www.cms.bsu.edu,40.1936892,-85.3865271
487,488,Elmhurst College,Elmhurst,IL,Private,3122,3481,22443,21852,50000,88500,71,985,1210,20,26,www.elmhurst.edu,41.8994745,-87.9403418
488,489,Touro College,New York,NY,Private,8622,11908,23539,6815,35111,103100,74,,,,,www.touro.edu,40.7127281,-74.0060152
489,490,"CUNY, John Jay College of Criminal Justice",New York,NY,Public,14834,15583,3843,9007,41261,84800,39,980,1130,,,www.jjay.cuny.edu,40.7127281,-74.0060152
490,491,"CUNY, Lehman College",New York,NY,Public,14130,15231,1886,10685,34532,83500,35,970,1100,,,www.lehman.cuny.edu,40.7127281,-74.0060152
491,492,"California State University, East Bay",Hayward,CA,Public,14691,16538,11566,9402,36990,103500,74,,,,,www.csueastbay.edu,37.6688205,-122.0807964
492,493,University of South Dakota,Vermillion,SD,Public,9416,10261,17344,5145,25521,87900,87,1010,1230,20,25,www.usd.edu,42.7795273,-96.929101
493,494,"University of North Carolina, Asheville",Asheville,NC,Public,3852,4429,12763,8060,36638,76100,80,1080,1260,22,28,www.unca.edu,35.6009498,-82.5540161
494,495,Ashland University,Ashland,OH,Private,6471,6781,20221,12432,33954,80000,74,965,1180,20,25,www.ashland.edu,40.8686147,-82.3175942
495,496,Simpson College (IA),Indianola,IA,Private,1479,1695,22005,25683,50180,88600,84,1070,1220,21,27,www.simpson.edu,41.3605271,-93.5599632
496,497,"University of Missouri, Saint Louis",St. Louis,MO,Public,16715,17095,9930,12471,40607,87500,76,1065,1225,22,27,www.umsl.edu,38.6264178,-90.1998378
497,498,Florida Southern College,Lakeland,FL,Private,2759,3055,24679,21189,49900,82500,51,1070,1250,24,29,www.flsouthern.edu,28.0394654,-81.9498042
498,499,"California State University, Los Angeles",Los Angeles,CA,Public,24862,28531,3792,9553,36726,93800,46,890,1080,15,20,www.calstatela.edu,34.0536909,-118.242766
499,500,"California State University, San Bernardino",San Bernardino,CA,Public,19244,20692,8519,9287,36127,87500,57,910,1090,16,21,www.csusb.edu,34.8253019,-116.0833144
500,501,"University of Texas, Arlington",Arlington,TX,Public,42966,46497,13200,8484,39860,99500,71,1060,1270,20,27,www.uta.edu,32.701939,-97.1056238
501,502,"University of Northwestern, St. Paul",Saint Paul,MN,Private,3521,3702,23249,17134,43404,,93,970,1235,21,27,www.nwc.edu,44.9504037,-93.1015026
502,503,Lawrence Technological University,Southfield,MI,Private,2268,3069,27331,17291,47482,108400,60,950,1330,21,28,www.ltu.edu,42.4733689,-83.2218731
503,504,Mississippi College,Clinton,MS,Private,3513,5036,16693,13649,32385,79500,39,1070,1290,22,29,www.mc.edu,32.3415342,-90.3217585
504,505,University of North Georgia,Dahlonega,GA,Public,18782,20811,9854,5483,28094,85600,78,910,1130,20,25,www.ung.edu,34.5328484,-83.9845723
505,506,Webster University,St. Louis,MO,Private,3732,12736,22937,17927,44962,83500,54,1040,1253,21,26,www.webster.edu,38.6264178,-90.1998378
506,507,University of North Texas,Denton,TX,Public,35099,38276,13832,10638,33908,90100,72,1060,1260,21,27,www.unt.edu,33.1838787,-97.1413417
507,508,Texas State University,San Marcos,TX,Public,37449,38666,15545,8129,34245,90600,73,1020,1200,20,26,www.txstate.edu,29.8826436,-97.9405828
508,509,University of Maine,Orono,ME,Public,10304,11240,17074,8544,43618,95000,92,1050,1250,22,27,www.umaine.edu,44.883607,-68.672791
509,510,Central College,Pella,IA,Private,1237,1433,22558,26389,50547,88800,70,950,1220,21,26,www.central.edu,41.4080534,-92.9163091
510,511,Christian Brothers University,Memphis,TN,Private,1919,2157,9468,23780,44430,96500,53,,,21,27,www.cbu.edu/admissions,35.1490215,-90.0516285
511,512,Manhattanville College,Purchase,NY,Private,1802,2690,21923,26213,54780,97500,82,,,,,www.mville.edu,41.0409305,-73.7145746
512,513,Georgia State University,Atlanta,GA,Public,29773,32816,15506,10090,40873,90800,70,1040,1220,19,26,www.gsu.edu,33.7489924,-84.3902644
513,514,William Jewell College,Liberty,MO,Private,933,1082,21134,25621,47928,94500,48,990,1240,23,28,www.jewell.edu/home,39.246479,-94.419079
514,515,Northern Arizona University,Flagstaff,AZ,Public,29609,31051,14789,10044,40705,90000,81,,,,,www.nau.edu,35.1987522,-111.6518229
515,516,Westminster College (PA),New Wilmington,PA,Private,1263,1289,21618,25476,49546,87700,72,990,1220,20,27,www.westminster.edu,41.1222812,-80.3328428
516,517,Missouri State University,Springfield,MO,Public,22856,23697,15855,5480,28502,86800,84,1020,1245,21,26,www.missouristate.edu,37.2166779,-93.2920373
517,518,"University of Nebraska, Omaha",Omaha,NE,Public,14610,15731,13173,6485,34522,89500,87,840,1102,19,26,www.unomaha.edu,41.2587459,-95.9383758
518,519,Florida Gulf Coast University,Fort Myers,FL,Public,14965,15317,15376,4726,39434,80000,64,1060,1210,21,25,www.fgcu.edu,26.640628,-81.8723084
519,520,Meredith College,Raleigh,NC,Private,1789,1980,24545,21258,49324,77100,69,1000,1195,20,25,www.meredith.edu,35.7803977,-78.6390989
520,521,College of Idaho,Caldwell,ID,Private,954,999,21433,18125,41347,82100,76,,,,,www.collegeofidaho.edu,43.6678736,-116.6894156
521,522,Carroll University,Waukesha,WI,Private,3048,3452,22736,18551,44150,86500,71,975,1210,21,26,www.carrollu.edu,43.0116784,-88.2314813
522,523,Old Dominion University,Norfolk,VA,Public,22386,24375,15368,7270,43444,89900,86,980,1200,18,25,www.odu.edu,36.8462923,-76.2929252
523,524,Mount Saint Mary's University (CA),Los Angeles,CA,Private,3100,3226,28274,23270,59392,97500,81,920,1120,16,21,www.msmc.la.edu/index.asp,34.0536909,-118.242766
524,525,Andrews University,Berrien Springs,MI,Private,2250,3300,21460,16809,39714,85000,58,1040,1320,21,29,www.andrews.edu,41.9464336,-86.3388965
525,526,Lynn University,Boca Raton,FL,Private,2245,3010,35077,14306,55923,85000,85,,,,,www.lynn.edu,26.3586885,-80.0830984
526,527,Baldwin Wallace University,Berea,OH,Private,3577,3791,23729,19781,46004,82800,78,,,,,www.bw.edu,41.3661614,-81.8543026
527,528,Otterbein University,Westerville,OH,Private,2608,2936,24287,20110,46390,85600,76,1040,1305,21,27,www.otterbein.edu,40.126139,-82.9295287
528,529,University of Massachusetts Boston,Boston,MA,Public,15848,16415,12412,11342,46941,95400,75,1040,1220,21,26,www.umb.edu,42.3602534,-71.0582912
529,530,Queens University of Charlotte,Charlotte,NC,Private,1906,2507,23348,22152,48776,86600,79,1010,1198,21,26,www.queens.edu,35.2272086,-80.8430827
530,531,"Minnesota State University, Mankato",Mankato,MN,Public,14712,15273,15615,5108,28278,90900,61,,,20,24,www.mnsu.edu,44.1634663,-93.9993505
531,532,Portland State University,Portland,OR,Public,26693,27483,13578,6772,43989,90500,92,990,1220,19,25,www.pdx.edu,45.5202471,-122.6741949
532,533,Westminster College (MO),Fulton,MO,Private,767,972,20402,18133,40510,,90,1015,1175,21,26,www.westminster-mo.edu,38.8467082,-91.9479586
533,534,University of Northern Colorado,Greeley,CO,Public,11278,13399,20367,7708,35653,87100,89,1000,1240,19,25,www.unco.edu,40.4233142,-104.7091322
534,535,Ripon College,Ripon,WI,Private,756,813,18592,28951,52341,89600,68,1040,1260,20,26,www.ripon.edu,43.8424502,-88.8372972
535,536,Marietta College,Marietta,OH,Private,1145,1220,24022,22617,50104,94300,67,960,1215,20,25,www.marietta.edu,39.4167742,-81.4548392
536,537,Sam Houston State University,Huntsville,TX,Public,19784,20938,13560,8976,31784,89900,74,1000,1140,19,23,www.shsu.edu,30.7235263,-95.5507771
537,538,St. Mary's University (TX),San Antonio,TX,Private,2432,3649,17522,22029,44490,95300,80,1040,1230,20,26,www.stmarytx.edu,29.4246002,-98.4951405
538,539,Illinois College,Jacksonville,IL,Private,959,987,16501,24557,42830,81700,55,,,,,www.ic.edu,39.7343037,-90.2288356
539,540,Central Washington University,Ellensburg,WA,Public,12901,15944,14382,7096,36708,93200,86,910,1100,17,24,www.cwu.edu,46.9970635,-120.5451223
540,541,Doane University,Crete,NE,Private,1069,1072,24449,20109,46710,85300,65,,,20,25,www.doane.edu,40.628143,-96.961372
541,542,University of Hartford,West Hartford,CT,Private,6259,6561,30440,21526,54662,101600,81,1030,1230,21,27,www.hartford.edu,41.7620447,-72.7420399
542,543,Hood College,Frederick,MD,Private,1214,2112,23416,26864,54840,82600,81,,,,,www.hood.edu,39.4142186,-77.4109269
543,544,University of Colorado Colorado Springs,Colorado Springs,CO,Public,12932,14122,15872,5682,36298,90900,93,1040,1250,21,26,www.uccs.edu,38.8339578,-104.8253485
544,545,St. Catherine University,St. Paul,MN,Private,3747,4724,19935,26729,50716,82600,70,1040,1310,20,26,www.stkate.edu,44.9504037,-93.1015026
545,546,Fairleigh Dickinson University,Teaneck,NJ,Private,6168,7846,16136,31560,56618,93000,88,1002,1200,20,25,view.fdu.edu/default.aspx?id=320,40.8860164,-74.0072568
546,547,Millersville University,Millersville,PA,Public,7720,7915,22032,5668,38569,84700,79,970,1160,,,www.millersville.edu,39.997998,-76.3545372
547,548,"University of Nevada, Las Vegas",Las Vegas,NV,Public,27561,30471,10555,4998,37639,90400,81,1030,1240,19,24,www.unlv.edu,36.1672559,-115.1485163
548,549,Wisconsin Lutheran College,Milwaukee,WI,Private,1114,1198,20073,18027,41996,82500,90,1008,1278,20,26,www.wlc.edu,43.0349931,-87.922497
549,550,Randolph College,Lynchburg,VA,Private,684,691,25614,26264,54225,,86,950,1190,19,25,www.randolphcollege.edu,37.4137536,-79.1422464
550,551,"CUNY, College of Staten Island",Staten Island,NY,Public,13594,15245,5687,7929,39124,94600,,,,,,www.csi.cuny.edu,40.5834557,-74.1496048
551,552,Vanguard University,Costa Mesa,CA,Private,2116,2394,21374,22396,46770,85600,47,930,1120,18,24,www.vanguard.edu,33.6633386,-117.903317
552,553,Immaculata University,Immaculata,PA,Private,1906,2481,31971,21301,45960,88100,83,950,1170,17,23,www.immaculata.edu,40.0308979,-75.5595448
553,554,Lycoming College,Williamsport,PA,Private,1217,1404,19019,31000,53870,91000,64,988,1200,21,25,www.lycoming.edu,41.2493292,-77.0027671
554,555,"University of Louisiana, Lafayette",Lafayette,LA,Public,17297,17556,12768,7899,38503,92500,51,820,1180,21,26,www.louisiana.edu,30.2240897,-92.0198427
555,556,Huntington University,Huntington,IN,Private,1146,1321,21892,17623,37296,,81,950,1170,20,24,www.huntington.edu,40.8831011,-85.497476
556,557,Hollins University,Roanoke,VA,Private,674,790,19456,32492,54205,78000,48,1110,1295,23,28,www.hollins.edu/index.shtml,37.270973,-79.9414313
557,558,Benedictine University,Lisle,IL,Private,3731,5100,23827,18272,48016,89400,62,916,1100,19,25,www.ben.edu,41.801141,-88.0747875
558,559,"University of North Carolina, Greensboro",Greensboro,NC,Public,18091,19922,12226,9017,35818,76600,78,1030,1180,20,25,www.uncg.edu,36.0726355,-79.7919754
559,560,King's College (PA),Wilkes-Barre,PA,Private,2244,2469,25898,21560,52030,86500,71,,,,,www.kings.edu,41.2464824,-75.8817316
560,561,Hastings College,Hastings,NE,Private,1202,1227,21703,19652,43527,87100,68,970,1150,20,25,www.hastings.edu,40.5861322,-98.3898883
561,562,Georgia Southern University,Statesboro,GA,Public,20314,20418,16548,6648,33646,88000,68,1100,1230,22,26,www.georgiasouthern.edu,32.4490141,-81.7832912
562,563,Southern Illinois University Edwardsville,Edwardsville,IL,Public,13294,13796,15574,6756,37774,90100,90,980,1225,20,26,www.siue.edu,38.8114364,-89.953157
563,564,Western Michigan University,Kalamazoo,MI,Public,19990,22869,16934,7894,27895,92200,82,960,1190,20,26,www.wmich.edu,42.291707,-85.5872286
564,565,Asbury University,Wilmore,KY,Private,1772,1990,28095,15833,40575,70800,70,980,1280,21,28,www.asbury.edu,37.8640406,-84.6601993
565,566,Oakland University,Rochester,MI,Public,19321,19333,12779,9476,36581,93300,84,1010,1230,21,27,www.oakland.edu,42.680588,-83.1338214
566,567,University of New Mexico,Albuquerque,NM,Public,23124,26221,14315,6847,36736,94000,67,930,1170,19,25,www.unm.edu,35.0841034,-106.6509851
567,568,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Public,9260,9729,19725,5720,35750,92200,73,970,1150,19,24,www.bloomu.edu,41.0044958,-76.4537302
568,569,Boise State University,Boise,ID,Public,23634,24121,13796,8258,37248,86400,84,940,1160,21,26,www.boisestate.edu,43.6166163,-116.200886
569,570,College of the Atlantic,Bar Harbor,ME,Private,354,390,20234,37756,54969,,68,,,,,www.coa.edu/index.htm,44.3864565,-68.2118571
570,571,"University of Texas, Rio Grande Valley",Edinburg,TX,Public,27807,27809,3901,9398,29995,81200,80,950,1120,17,22,www.utrgv.edu,26.3013982,-98.1624501
571,572,Maryville College,Maryville,TN,Private,1181,1247,18146,27778,49266,75300,49,930,1150,20,27,www.maryvillecollege.edu,35.7564719,-83.9704593
572,573,Oral Roberts University,Tulsa,OK,Private,3781,3919,19035,19393,41054,85100,93,990,1210,20,26,www.oru.edu,36.1556805,-95.9929113
573,574,"University of Alaska, Fairbanks",Fairbanks,AK,Public,7664,11866,9988,7457,32563,101800,77,1030,1270,17,25,www.alaska.edu,64.837845,-147.716675
574,575,Randolph-Macon College,Ashland,VA,Private,1453,1491,25621,25338,54180,,62,1050,1233,21,27,www.rmc.edu,37.7594012,-77.4806603
575,576,Montana Tech of the University of Montana,Butte,MT,Public,1909,2155,12993,6405,35755,112600,92,1115,1300,22,27,www.mtech.edu,46.0131505,-112.5365089
576,577,"St. John's College, Santa Fe",Santa Fe,NM,Private,354,386,20605,31845,65456,,63,1190,1350,23,32,www.sjca.edu,35.6869996,-105.9377997
577,578,"Indiana University-Purdue University, Indianapolis",Indianapolis,IN,Public,25516,29791,12021,11347,43022,88200,80,995,1190,19,26,www.iupui.edu,39.779801,-86.1394092
578,579,Hartwick College,Oneonta,NY,Private,1201,1435,26136,29494,57627,99200,89,920,1100,21,26,www.hartwick.edu,42.453492,-75.0629531
579,580,Alfred University,Alfred,NY,Private,2017,2354,22286,20676,43686,92000,63,990,1210,21,26,www.alfred.edu,42.2542334,-77.7906062
580,581,Oklahoma Baptist University,Shawnee,OK,Private,2056,2093,16267,18708,39840,76600,65,960,1150,20,26,www.okbu.edu,35.3272928,-96.9253004
581,582,Alma College,Alma,MI,Private,1426,1484,21836,28481,52475,89900,64,1030,1230,20,27,www.alma.edu,43.37892,-84.659727
582,583,Saint Cloud State University,St. Cloud,MN,Public,14975,15955,14633,5216,28920,91600,86,958,1188,18,24,www.stcloudstate.edu,45.5616075,-94.1642004
583,584,Capital University,Columbus,OH,Private,3120,3384,20866,25272,48674,85100,69,1075,1245,22,27,www.capital.edu,39.9622601,-83.0007065
584,585,Liberty University,Lynchburg,VA,Private,60084,75044,27573,10400,38364,73600,30,1040,1240,21,27,www.liberty.edu,37.4137536,-79.1422464
585,586,Russell Sage College,Troy,NY,Private,1560,2525,19696,21706,45397,81100,56,,,,,www.sage.edu/rsc,40.7402557,-74.0055355
586,587,Converse College,Spartanburg,SC,Private,906,1478,21556,12497,34190,71000,71,970,1160,20,26,www.converse.edu,34.9498007,-81.9320157
587,588,Oglethorpe University,Atlanta,GA,Private,1250,1589,22018,27532,53490,91400,58,1110,1310,22,28,www.oglethorpe.edu,33.7489924,-84.3902644
588,589,Central Michigan University,Mount Pleasant,MI,Public,20786,23257,15531,8624,35236,83600,68,1010,1200,20,27,www.cmich.edu,43.597646,-84.7668495
589,590,"University of Wisconsin, Milwaukee",Milwaukee,WI,Public,24337,24988,16650,5647,35510,90300,72,,,20,25,www.uwm.edu,43.0349931,-87.922497
590,591,Bowling Green State University,Bowling Green,OH,Public,16592,17357,19128,6542,32105,87500,73,990,1230,19,24,www.bgsu.edu,41.3747744,-83.6513229
591,592,Texas Woman's University,Denton,TX,Public,12020,15473,9493,8426,29683,83400,86,890,1080,17,23,www.twu.edu,33.1838787,-97.1413417
592,593,University of Mount Union,Alliance,OH,Private,2195,2257,22786,17954,42725,88500,81,980,1200,20,25,www.mountunion.edu,40.9153362,-81.1059309
593,594,Clarke University,Dubuque,IA,Private,845,1039,24334,17474,45900,80200,63,970,1148,20,25,www.clarke.edu,42.5006217,-90.6647967
594,595,Carthage College,Kenosha,WI,Private,2860,2940,26532,26379,57250,85400,68,1040,1300,21,27,www.carthage.edu,42.5846773,-87.8212263
595,596,Centenary College of Louisiana,Shreveport,LA,Private,501,588,24704,26633,53000,88400,62,1030,1210,22,28,www.centenary.edu,32.5221828,-93.7651944
596,597,Wichita State University,Wichita,KS,Public,12704,15075,14113,5793,32716,87300,94,1000,1275,20,27,www.wichita.edu,37.6922361,-97.3375448
597,598,Aurora University,Aurora,IL,Private,4248,5833,17220,15909,37028,83400,87,950,1130,19,23,www.aurora.edu,41.7571701,-88.3147539
598,599,Georgetown College (KY),Georgetown,KY,Private,1051,1767,20769,29107,50086,81900,67,,,20,26,www.georgetowncollege.edu,38.2097967,-84.5588311
599,600,Western Kentucky University,Bowling Green,KY,Public,20257,21431,11850,7295,36806,83100,95,970,1180,19,27,www.wku.edu,36.9903199,-86.4436018
600,601,Wayne State University,Detroit,MI,Public,20314,27064,12970,9682,40763,91700,67,1000,1210,21,28,www.wayne.edu,42.3315509,-83.0466403
601,602,Western Colorado University,Gunnison,CO,Public,2814,3343,17229,6195,35144,81500,86,990,1200,20,25,www.western.edu,38.6476702,-107.0603126
602,603,Rhode Island College,Providence,RI,Public,8171,8318,10366,6877,35465,83500,74,880,1090,15,22,www.ric.edu,41.8239891,-71.4128343
603,604,Weber State University,Ogden,UT,Public,27949,32248,12061,4579,29912,94000,,,,,,www.weber.edu,41.2230048,-111.9738429
604,605,Salem College,Winston-Salem,NC,Private,968,984,17669,25354,46080,73700,57,1020,1300,23,29,www.salem.edu,36.0998131,-80.2440518
605,606,"University of Texas, El Paso",El Paso,TX,Public,24386,25078,8135,9183,36955,92100,100,920,1130,16,22,www.utep.edu,31.7754152,-106.464634
606,607,Spring Hill College,Mobile,AL,Private,1442,1485,21108,29825,55168,,46,1025,1185,21,26,www.shc.edu,30.6943566,-88.0430541
607,608,Sweet Briar College,Sweet Briar,VA,Private,323,406,21291,30802,54155,79700,93,993,1180,20,28,www.sbc.edu,38.1352892,-79.0626247
608,609,University of Toledo,Toledo,OH,Public,18077,20579,13832,8050,34375,92500,94,1020,1240,20,26,www.utoledo.edu,41.6529143,-83.5378173
609,610,University of Montana,Missoula,MT,Public,11671,11865,15006,5404,38356,87800,93,1060,1270,21,26,www.umt.edu,46.8701049,-113.9952672
610,611,Southeastern Louisiana University,Hammond,LA,Public,14285,16512,12739,7250,34155,83900,88,,,19,24,www.selu.edu,30.5043583,-90.4611995
611,612,University of South Alabama,Mobile,AL,Public,12848,15569,14237,6927,28210,86400,82,1010,1200,20,26,www.southalabama.edu,30.6943566,-88.0430541
612,613,Murray State University,Murray,KY,Public,9916,10012,11497,8426,37870,79900,87,980,1190,21,27,www.murraystate.edu,36.6103334,-88.314761
613,614,Anderson University (IN),Anderson,IN,Private,1877,1961,23799,17790,43450,78600,65,910,1110,19,25,anderson.edu,40.1053196,-85.6802541
614,615,University of West Florida,Pensacola,FL,Public,12449,13040,10729,5222,31895,81700,50,1080,1240,22,27,www.uwf.edu,30.421309,-87.2169149
615,616,University of New Orleans,New Orleans,LA,Public,7964,8082,11135,8151,28568,91600,57,1030,1250,20,25,www.uno.edu,29.9499323,-90.0701156
616,617,Indiana University of Pennsylvania,Indiana,PA,Public,12003,12431,20940,6772,32461,85900,91,910,1120,17,23,www.iup.edu,40.6214551,-79.1525349
617,618,North Greenville University,Tigerville,SC,Private,2356,2565,26450,15812,36000,,61,930,1270,19,28,www.ngu.edu,35.0684492,-82.3684509
618,619,University of Texas at San Antonio,San Antonio,TX,Public,27880,30768,12745,8177,34484,87500,79,1030,1210,20,25,www.utsa.edu,29.4246002,-98.4951405
619,620,Millikin University,Decatur,IL,Private,2040,2132,20435,23312,47664,83400,65,1080,1260,19,26,www.millikin.edu/Pages/default.aspx,39.8454163,-88.9524151
620,621,Northern Illinois University,DeKalb,IL,Public,15429,18045,19786,9482,38314,95500,53,,,19,24,www.niu.edu/index.shtml,41.8903447,-88.7713953
621,622,Cleveland State University,Cleveland,OH,Public,14594,16371,16582,7096,30825,88600,90,990,1210,19,25,www.csuohio.edu,41.5051613,-81.6934446
622,623,Humboldt State University,Arcata,CA,Public,8525,8602,14490,9038,36601,89000,82,960,1160,18,24,www.humboldt.edu,40.866517,-124.08284
623,624,Monmouth College,Monmouth,IL,Private,1033,1205,17190,27809,47970,88100,67,900,1090,20,25,www.monmouthcollege.edu,40.9127103,-90.6472477
624,625,St. Francis College,Brooklyn,NY,Private,2362,2745,9560,15533,44488,93200,63,950,1120,20,24,www.sfc.edu,40.6501024,-73.9495829
625,626,Elmira College,Elmira,NY,Private,1012,1135,26255,26883,55050,82200,85,,,,,www.elmira.edu,42.0897965,-76.8077338
626,627,University of Southern Mississippi,Hattiesburg,MS,Public,13606,14478,13178,9292,24883,83900,98,,,19,26,www.home.usm.edu,31.3271189,-89.2903392
627,628,Lyon College,Batesville,AR,Private,672,705,18605,18534,39120,,64,1030,1234,22,28,www.lyon.edu,35.769799,-91.6409722
628,629,Southern Illinois University Carbondale,Carbondale,IL,Public,13518,14554,17175,10924,42770,90900,76,920,1330,20,26,www.siu.edu,37.7274692,-89.216655
629,630,Kent State University Kent Campus,Kent,OH,Public,27376,28972,18432,7306,34046,83100,88,1040,1220,21,25,www.kent.edu,41.1536674,-81.357886
630,631,Middle Tennessee State University,Murfreesboro,TN,Public,21913,23050,12416,8607,40458,81100,59,990,1210,20,25,www.mtsu.edu,35.845999,-86.3920452
631,632,Warren Wilson College,Asheville,NC,Private,661,695,25117,19414,49744,74600,79,1140,1285,25,29,www.warren-wilson.edu/external_index.php,35.6009498,-82.5540161
632,633,Northern Kentucky University,Highland Heights,KY,Public,14141,14456,9131,8295,32136,87400,90,993,1210,20,26,www.nku.edu,39.0330902,-84.4521512
633,634,Western Illinois University,Macomb,IL,Public,9441,9656,15844,9239,25835,85900,60,,,18,23,www.wiu.edu,40.4588934,-90.6713939
634,635,"University of Alaska, Anchorage",Anchorage,AK,Public,15733,23824,13378,6207,39902,101000,83,,,,,www.uaa.alaska.edu,61.2163129,-149.894852
635,636,Fort Lewis College,Durango,CO,Public,3332,3925,17705,10850,36843,82600,83,1020,1210,20,25,www.fortlewis.edu,37.2713951,-107.8815978
636,637,Marlboro College,Marlboro,VT,Private,185,390,17636,33054,55625,,97,,,,,www.marlboro.edu,42.859526,-72.7259271
637,638,Wright State University,Dayton,OH,Public,14332,15957,16249,6546,32506,87800,97,980,1270,19,25,www.wright.edu,39.7589478,-84.1916069
