Rank,Name,City,Code,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon,State
401,University of Mississippi,University,MS,Public,20940,23136,13929.0,9642.0,40086,89100.0,84.0,1070.0,1290.0,22.0,29.0,www.olemiss.edu,34.3653695,-89.5350279,Mississippi
402,California Institute of the Arts,,CA,Private,991,1498,46101.0,15401.0,68993,91000.0,24.0,,,,,,36.7014631,-118.75599740000001,California
403,Linfield College,McMinnville,OR,Private,1535,1692,27254.0,25864.0,56712,92000.0,81.0,1020.0,1210.0,20.0,26.0,www.linfield.edu,45.2100367,-123.19446299999998,Oregon
404,Berklee College of Music,,MA,Private,6762,6952,47270.0,19811.0,63574,84200.0,53.0,,,,,,29.825009,-95.478675,Massachusetts
405,University of Northern Iowa,Cedar Falls,IA,Public,11334,11861,16496.0,4677.0,31872,85300.0,81.0,1080.0,1360.0,21.0,26.0,www.uni.edu,42.527412299999995,-92.4453179,Iowa
406,New Mexico Institute of Mining and Technology,Socorro,NM,Public,1707,2009,13694.0,6883.0,35153,120400.0,22.0,1190.0,1390.0,23.0,29.0,www.nmt.edu,34.057285799999995,-106.89307990000002,New Mexico
407,St. John's University (NY),Queens,NY,Private,17861,21340,25747.0,25628.0,59865,106600.0,68.0,1060.0,1250.0,22.0,29.0,www.stjohns.edu/contact.stj,40.74982429999999,-73.7976337,New York
408,University of Massachusetts Lowell,Lowell,MA,Public,16407,18315,19322.0,9817.0,46983,109300.0,69.0,1130.0,1310.0,24.0,29.0,www.uml.edu,42.633424700000006,-71.3161718,Massachusetts
409,South Dakota School of Mines and Technology,Rapid City,SD,Public,2778,2885,19759.0,4230.0,28770,118500.0,83.0,1150.0,1353.0,24.0,29.0,www.sdsmt.edu,44.086932899999994,-103.22744809999999,South Dakota
410,Goucher College,Baltimore,MD,Private,1508,2236,25306.0,29040.0,59810,90600.0,79.0,,,,,www.goucher.edu,39.2908816,-76.610759,Maryland
411,"CUNY, The City College of New York",New York,NY,Public,15842,16001,2540.0,9669.0,36674,99100.0,46.0,1040.0,1240.0,,,www.ccny.cuny.edu,40.7127281,-74.0060152,New York
412,Nebraska Wesleyan University,Lincoln,NE,Private,2064,3703,23652.0,18976.0,46544,80500.0,71.0,1040.0,1300.0,22.0,28.0,www.nebrwesleyan.edu,40.8088861,-96.70777509999999,Nebraska
413,Brigham Young University-Idaho,Rexburg,ID,Private,51881,69458,7977.0,4070.0,12322,93500.0,95.0,990.0,1180.0,20.0,25.0,www.byui.edu,43.823516299999994,-111.78702220000001,Idaho
414,Valparaiso University,Valparaiso,IN,Private,3531,4026,21946.0,26441.0,52980,98000.0,84.0,1060.0,1270.0,23.0,29.0,www.valpo.edu,41.4730948,-87.0611412,Indiana
415,Lake Forest College,Lake Forest,IL,Private,1542,1640,24628.0,31022.0,58675,102600.0,53.0,,,,,www.lakeforest.edu,42.2586342,-87.840625,Illinois
416,Azusa Pacific University,Azusa,CA,Private,6263,9926,27267.0,21186.0,52396,85700.0,60.0,990.0,1220.0,21.0,27.0,www.apu.edu,34.1338751,-117.90560459999999,California
417,"California State University, Fresno",Fresno,CA,Public,23020,25325,5872.0,10267.0,32311,97300.0,59.0,910.0,1110.0,16.0,22.0,www.fresnostate.edu,36.7295295,-119.7088613,California
418,West Chester University of Pennsylvania,West Chester,PA,Public,15851,17306,22193.0,5743.0,38253,92200.0,69.0,1040.0,1210.0,21.0,26.0,www.wcupa.edu,39.9597213,-75.6059638,Pennsylvania
419,Goshen College,Goshen,IN,Private,921,950,19251.0,23958.0,46500,79200.0,64.0,980.0,1233.0,19.0,28.0,www.goshen.edu,41.5824086,-85.834366,Indiana
420,Agnes Scott College,Decatur,GA,Private,921,981,20356.0,29066.0,54065,83600.0,66.0,,,,,www.agnesscott.edu,33.7737582,-84.29606899999999,Georgia
421,Maryville University of Saint Louis,St. Louis,MO,Private,3486,7689,23891.0,12346.0,46076,80100.0,92.0,983.0,1265.0,21.0,27.0,www.maryville.edu,38.6264178,-90.1998378,Missouri
422,Montclair State University,Montclair,NJ,Public,18785,21013,18500.0,9983.0,38435,95400.0,71.0,990.0,1150.0,,,www.montclair.edu,40.8164458,-74.2210643,New Jersey
423,Oregon Institute of Technology,Klamath Falls,OR,Public,5486,7358,17041.0,5674.0,42093,106800.0,61.0,1040.0,1230.0,21.0,26.0,www.oit.edu,42.224866999999996,-121.78167040000001,Oregon
424,Albion College,Albion,MI,Private,1476,1568,17863.0,34181.0,56750,99300.0,71.0,1010.0,1200.0,20.0,26.0,www.albion.edu,42.243097,-84.7530304,Michigan
425,University of North Florida,Jacksonville,FL,Public,16309,16531,13795.0,7267.0,35614,86600.0,59.0,1090.0,1280.0,21.0,26.0,www.unf.edu,30.3321838,-81.655651,Florida
426,San Francisco State University,San Francisco,CA,Public,29485,29758,13787.0,8470.0,38599,99500.0,70.0,950.0,1150.0,18.0,24.0,www.sfsu.edu,37.779026200000004,-122.4199061,California
427,Montana State University,Bozeman,MT,Public,15848,16613,17754.0,5661.0,38121,96200.0,83.0,1090.0,1300.0,21.0,28.0,www.montana.edu,45.679429299999995,-111.04404740000001,Montana
428,High Point University,High Point,NC,Private,4608,4951,38741.0,10331.0,51105,84300.0,81.0,1050.0,1240.0,21.0,27.0,www.highpoint.edu,35.9556924,-80.0053176,North Carolina
429,Whittier College,Whittier,CA,Private,1660,1987,25322.0,28841.0,61409,95600.0,74.0,1010.0,1220.0,21.0,27.0,www.whittier.edu,33.9708782,-118.0308396,California
430,Eckerd College,St. Petersburg,FL,Private,2037,2200,32718.0,23182.0,59200,88400.0,73.0,1060.0,1260.0,23.0,29.0,www.eckerd.edu,27.770379600000002,-82.66950849999999,Florida
431,University of Louisville,Louisville,KY,Public,18009,21402,16721.0,9589.0,41472,87600.0,75.0,1070.0,1290.0,22.0,28.0,www.louisville.edu,38.254237599999996,-85.759407,Kentucky
432,Mississippi State University,Starkville,MS,Public,19554,21883,16192.0,10003.0,38410,94100.0,62.0,,,21.0,28.0,www.msstate.edu,33.4503998,-88.8183872,Mississippi
433,University of Tampa,Tampa,FL,Private,8101,8895,29735.0,12304.0,43708,91500.0,53.0,1070.0,1230.0,22.0,27.0,www.ut.edu,27.947759499999997,-82.458444,Florida
434,"California State University, Stanislaus",Turlock,CA,Public,9299,10327,6295.0,8875.0,32434,94200.0,77.0,,,,,www.csustan.edu,37.494656799999994,-120.84659409999999,California
435,University of Idaho,Moscow,ID,Public,11344,12072,14354.0,6993.0,37624,97700.0,73.0,1010.0,1230.0,20.0,26.0,www.uidaho.edu,46.7323875,-117.00016509999999,Idaho
436,Cornell College (IA),Mount Vernon,IA,Private,1006,1009,24355.0,26957.0,55954,90600.0,65.0,1100.0,1340.0,23.0,29.0,www.cornellcollege.edu/index.shtml,41.922244299999996,-91.4171209,Iowa
437,Washington &amp; Jefferson College,Washington,PA,Private,1412,1424,27925.0,29017.0,60134,92100.0,48.0,,,,,www.washjeff.edu,31.3991238,-88.2019828,Pennsylvania
438,Ohio University,Athens,OH,Public,26467,29369,20853.0,6291.0,36706,93300.0,74.0,1080.0,1260.0,22.0,26.0,www.ohio.edu,39.3289242,-82.1012479,Ohio
439,Stetson University,DeLand,FL,Private,3213,4252,26883.0,30974.0,61374,86000.0,68.0,,,,,www.stetson.edu/home,29.028321299999998,-81.3031098,Florida
440,Moravian College,Bethlehem,PA,Private,2195,2446,26838.0,25900.0,57868,95300.0,76.0,1010.0,1210.0,21.0,27.0,www.moravian.edu,40.6178915,-75.3786521,Pennsylvania
441,Abilene Christian University,Abilene,TX,Private,3806,5145,26037.0,18599.0,48300,90900.0,58.0,1025.0,1220.0,21.0,26.0,www.acu.edu,32.44645,-99.7475905,Texas
442,"University of Minnesota, Duluth",Duluth,MN,Public,10490,11168,17131.0,7100.0,29542,95700.0,77.0,1050.0,1280.0,22.0,26.0,www.d.umn.edu,46.77293220000001,-92.1251218,Minnesota
443,Stockton University,Galloway,NJ,Public,9105,9216,20364.0,12270.0,37234,85800.0,82.0,1010.0,1200.0,19.0,25.0,www.stockton.edu,40.3692104,-74.1567618,New Jersey
444,University of Rhode Island,Kingston,RI,Public,16255,18089,19431.0,10834.0,45735,99700.0,70.0,1050.0,1230.0,22.0,27.0,www.uri.edu,41.472928499999995,-71.5223468,Rhode Island
445,Utah State University,Logan,UT,Public,27679,29784,13279.0,8145.0,33264,93900.0,89.0,1000.0,1220.0,21.0,27.0,www.usu.edu,41.7313447,-111.8348631,Utah
446,Saint Mary's University of Minnesota,Winona,MN,Private,1883,5754,20210.0,21359.0,45300,93700.0,64.0,960.0,1210.0,20.0,25.0,www.smumn.edu,43.9582272,-91.78077840000002,Minnesota
447,McDaniel College,Westminster,MD,Private,1646,2819,20333.0,30807.0,55830,94600.0,85.0,1060.0,1230.0,21.0,28.0,www.mcdaniel.edu,39.575263899999996,-76.9959277,Maryland
448,North Central College,Naperville,IL,Private,2883,2965,23265.0,23128.0,51228,92900.0,54.0,1063.0,1323.0,22.0,27.0,www.northcentralcollege.edu/home,41.772869899999996,-88.14792779999999,Illinois
449,Bellarmine University,Louisville,KY,Private,2903,3757,24433.0,28601.0,59306,90700.0,89.0,1050.0,1210.0,22.0,27.0,www.bellarmine.edu,38.254237599999996,-85.759407,Kentucky
450,"SUNY, College at Oneonta",Oneonta,NY,Public,6150,6358,17513.0,7634.0,33812,88000.0,60.0,1040.0,1190.0,21.0,25.0,www.oneonta.edu/home/default.asp,42.453492,-75.0629531,New York
451,"SUNY, Farmingdale State College",Farmingdale,NY,Public,9574,12307,9443.0,7438.0,33818,93800.0,59.0,980.0,1140.0,19.0,23.0,www.farmingdale.edu,40.735673799999994,-73.44175240000001,New York
452,University of New England,Biddeford,ME,Private,8281,8798,33183.0,19228.0,54260,91500.0,81.0,1030.0,1210.0,21.0,26.0,www.une.edu,43.4925843,-70.4533844,Maine
453,Susquehanna University,Selinsgrove,PA,Private,2351,2370,25492.0,30386.0,59780,94700.0,70.0,,,,,www.susqu.edu,40.8062437,-76.86070840000001,Pennsylvania
454,West Virginia University,Morgantown,WV,Public,24183,28406,11825.0,8964.0,37712,99900.0,72.0,1020.0,1210.0,21.0,27.0,www.wvu.edu,39.629680900000004,-79.9559437,West Virginia
455,University of La Verne,La Verne,CA,Private,6653,8159,25429.0,24969.0,59826,90500.0,48.0,1020.0,1193.0,19.0,25.0,www.laverne.edu,34.10084260000001,-117.7678355,California
456,"University of Alabama, Birmingham",Birmingham,AL,Public,13308,20902,17535.0,9254.0,36800,87200.0,92.0,990.0,1370.0,21.0,28.0,www.uab.edu,33.5206824,-86.80243259999999,Alabama
457,Sonoma State University,Rohnert Park,CA,Public,9244,9481,17296.0,7277.0,37914,97100.0,82.0,980.0,1170.0,19.0,24.0,www.sonoma.edu,38.3396367,-122.70109840000002,California
458,Canisius College,Buffalo,NY,Private,2861,3464,20913.0,26244.0,52172,90000.0,78.0,1040.0,1260.0,22.0,28.0,www.canisius.edu,42.8867166,-78.87839220000001,New York
459,Houghton College,Houghton,NY,Private,1043,1231,19325.0,22690.0,44408,77900.0,91.0,1060.0,1320.0,22.0,29.0,www.houghton.edu,42.4215115,-78.164026,New York
460,Hamline University,Saint Paul,MN,Private,2346,3734,21103.0,26309.0,52178,90400.0,69.0,1015.0,1260.0,20.0,26.0,www.hamline.edu,44.9504037,-93.10150259999999,Minnesota
461,Ouachita Baptist University,Arkadelphia,AR,Private,1545,1648,18509.0,17776.0,37600,80200.0,71.0,1020.0,1260.0,21.0,28.0,www.obu.edu,34.1209292,-93.053784,Arkansas
462,Ohio Wesleyan University,Delaware,OH,Private,1560,1712,25194.0,31028.0,60350,99200.0,71.0,,,,,www.owu.edu,40.2986724,-83.067965,Ohio
463,Birmingham-Southern College,Birmingham,AL,Private,1283,1325,22853.0,26594.0,52414,88300.0,62.0,1030.0,1260.0,23.0,29.0,www.bsc.edu,33.5206824,-86.80243259999999,Alabama
464,Berea College,Berea,KY,Private,1670,1710,1298.0,33422.0,35394,71600.0,35.0,970.0,1200.0,22.0,27.0,www.berea.edu,37.568694,-84.29632240000001,Kentucky
465,Roanoke College,Salem,VA,Private,2035,2087,27435.0,26726.0,59327,85100.0,67.0,1040.0,1230.0,22.0,27.0,www.roanoke.edu,37.293378000000004,-80.05466700000001,Virginia
466,"University of Colorado, Denver",Denver,CO,Public,19806,24839,14941.0,6251.0,44114,95600.0,65.0,1060.0,1280.0,21.0,27.0,www.cu.edu,39.7392364,-104.98486229999999,Colorado
467,Saint Vincent College,Latrobe,PA,Private,1720,1865,20909.0,25507.0,48879,88300.0,62.0,1020.0,1210.0,20.0,26.0,www.stvincent.edu,40.317287,-79.3840301,Pennsylvania
468,Spelman College,Atlanta,GA,Private,2137,2166,36740.0,13647.0,51642,85400.0,40.0,1070.0,1215.0,22.0,26.0,www.spelman.edu,33.7489924,-84.3902644,Georgia
469,"California State University, Sacramento",Sacramento,CA,Public,30445,31255,9733.0,8984.0,37622,101100.0,68.0,940.0,1140.0,17.0,23.0,www.csus.edu,38.5810606,-121.49389509999999,California
470,Wittenberg University,Springfield,OH,Private,1884,2053,24263.0,26135.0,52056,105400.0,72.0,,,,,www.wittenberg.edu,39.923404600000005,-83.810138,Ohio
471,South Dakota State University,Brookings,SD,Public,12516,13103,23362.0,4201.0,26052,91900.0,91.0,980.0,1260.0,20.0,26.0,www.sdstate.edu,44.311461,-96.79844,South Dakota
472,Coe College,Cedar Rapids,IA,Private,1394,1476,20767.0,31543.0,55240,86900.0,56.0,1073.0,1326.0,22.0,28.0,www.coe.edu,41.9758872,-91.6704053,Iowa
473,East Carolina University,Greenville,NC,Public,25207,29131,15415.0,8225.0,38277,85400.0,79.0,1030.0,1180.0,20.0,24.0,www.ecu.edu,35.612660999999996,-77.3663538,North Carolina
474,"California State University, Northridge",Northridge,CA,Public,37184,41319,5703.0,9782.0,34007,97300.0,58.0,910.0,1120.0,17.0,22.0,www.csun.edu,34.2345615,-118.53693159999999,California
475,University of Alabama in Huntsville,Huntsville,AL,Public,7519,9101,19986.0,9587.0,36881,103900.0,81.0,1080.0,1330.0,25.0,31.0,www.uah.edu,34.729847,-86.5859011,Alabama
476,Mercer University,Macon,GA,Private,5057,8653,21044.0,28528.0,51293,85100.0,73.0,1170.0,1340.0,25.0,30.0,www.mercer.edu,32.8406946,-83.6324022,Georgia
477,Oklahoma City University,Oklahoma City,OK,Private,1983,2845,26838.0,18588.0,45408,87900.0,72.0,1110.0,1280.0,23.0,28.0,www.okcu.edu,35.4729886,-97.5170536,Oklahoma
478,Rider University,Lawrenceville,NJ,Private,4371,5073,29086.0,25766.0,59700,99000.0,67.0,990.0,1190.0,19.0,26.0,www.rider.edu,40.3009876,-74.7373728,New Jersey
479,Loyola University New Orleans,New Orleans,LA,Private,2766,3759,22766.0,27972.0,55402,88600.0,69.0,1080.0,1270.0,22.0,28.0,www.loyno.edu,29.949932300000004,-90.0701156,Louisiana
480,Nova Southeastern University,Fort-Lauderdale-Davie,FL,Private,4840,20793,26606.0,19075.0,49149,89800.0,58.0,1080.0,1280.0,23.0,28.0,www.nova.edu,26.070536699999998,-80.3559118,Florida
481,Grand Valley State University,Allendale,MI,Public,24282,25049,16975.0,6374.0,29314,82100.0,81.0,1050.0,1230.0,21.0,26.0,www.gvsu.edu,42.9722455,-85.9536535,Michigan
482,Florida Atlantic University,Boca Raton,FL,Public,30208,31454,10466.0,8635.0,35804,91200.0,60.0,1060.0,1220.0,21.0,26.0,www.fau.edu,26.3586885,-80.08309840000001,Florida
483,Northwestern College (IA),Orange City,IA,Private,1131,1243,23064.0,19343.0,43650,82400.0,68.0,995.0,1235.0,21.0,27.0,www.nwciowa.edu,43.0072424,-96.0583138,Iowa
484,Pacific University (OR),Forest Grove,OR,Private,1995,3893,29902.0,26103.0,57488,94000.0,84.0,1070.0,1260.0,22.0,27.0,www.pacificu.edu,45.5197452,-123.1114405,Oregon
485,"University of North Carolina, Charlotte",Charlotte,NC,Public,26758,29317,16286.0,7385.0,37081,92600.0,66.0,1110.0,1270.0,22.0,26.0,www.uncc.edu,35.227208600000004,-80.84308270000001,North Carolina
486,Tennessee Technological University,Cookeville,TN,Public,10215,10504,14813.0,9050.0,42377,95100.0,64.0,1010.0,1250.0,21.0,28.0,www.tntech.edu,36.1623886,-85.4997057,Tennessee
487,Ball State University,Muncie,IN,Public,19231,22513,15187.0,10658.0,40448,83700.0,62.0,1080.0,1240.0,20.0,24.0,www.cms.bsu.edu,40.19368920000001,-85.3865271,Indiana
488,Elmhurst College,Elmhurst,IL,Private,3122,3481,22443.0,21852.0,50000,88500.0,71.0,985.0,1210.0,20.0,26.0,www.elmhurst.edu,41.8994745,-87.9403418,Illinois
489,Touro College,New York,NY,Private,8622,11908,23539.0,6815.0,35111,103100.0,74.0,,,,,www.touro.edu,40.7127281,-74.0060152,New York
490,"CUNY, John Jay College of Criminal Justice",New York,NY,Public,14834,15583,3843.0,9007.0,41261,84800.0,39.0,980.0,1130.0,,,www.jjay.cuny.edu,40.7127281,-74.0060152,New York
491,"CUNY, Lehman College",New York,NY,Public,14130,15231,1886.0,10685.0,34532,83500.0,35.0,970.0,1100.0,,,www.lehman.cuny.edu,40.7127281,-74.0060152,New York
492,"California State University, East Bay",Hayward,CA,Public,14691,16538,11566.0,9402.0,36990,103500.0,74.0,,,,,www.csueastbay.edu,37.6688205,-122.08079640000001,California
493,University of South Dakota,Vermillion,SD,Public,9416,10261,17344.0,5145.0,25521,87900.0,87.0,1010.0,1230.0,20.0,25.0,www.usd.edu,42.7795273,-96.929101,South Dakota
494,"University of North Carolina, Asheville",Asheville,NC,Public,3852,4429,12763.0,8060.0,36638,76100.0,80.0,1080.0,1260.0,22.0,28.0,www.unca.edu,35.600949799999995,-82.5540161,North Carolina
495,Ashland University,Ashland,OH,Private,6471,6781,20221.0,12432.0,33954,80000.0,74.0,965.0,1180.0,20.0,25.0,www.ashland.edu,40.86861470000001,-82.3175942,Ohio
496,Simpson College (IA),Indianola,IA,Private,1479,1695,22005.0,25683.0,50180,88600.0,84.0,1070.0,1220.0,21.0,27.0,www.simpson.edu,41.3605271,-93.5599632,Iowa
497,"University of Missouri, Saint Louis",St. Louis,MO,Public,16715,17095,9930.0,12471.0,40607,87500.0,76.0,1065.0,1225.0,22.0,27.0,www.umsl.edu,38.6264178,-90.1998378,Missouri
498,Florida Southern College,Lakeland,FL,Private,2759,3055,24679.0,21189.0,49900,82500.0,51.0,1070.0,1250.0,24.0,29.0,www.flsouthern.edu,28.039465399999997,-81.9498042,Florida
499,"California State University, Los Angeles",Los Angeles,CA,Public,24862,28531,3792.0,9553.0,36726,93800.0,46.0,890.0,1080.0,15.0,20.0,www.calstatela.edu,34.0536909,-118.24276599999999,California
500,"California State University, San Bernardino",San Bernardino,CA,Public,19244,20692,8519.0,9287.0,36127,87500.0,57.0,910.0,1090.0,16.0,21.0,www.csusb.edu,34.8253019,-116.0833144,California
501,"University of Texas, Arlington",Arlington,TX,Public,42966,46497,13200.0,8484.0,39860,99500.0,71.0,1060.0,1270.0,20.0,27.0,www.uta.edu,32.701939,-97.1056238,Texas
502,"University of Northwestern, St. Paul",Saint Paul,MN,Private,3521,3702,23249.0,17134.0,43404,,93.0,970.0,1235.0,21.0,27.0,www.nwc.edu,44.9504037,-93.10150259999999,Minnesota
503,Lawrence Technological University,Southfield,MI,Private,2268,3069,27331.0,17291.0,47482,108400.0,60.0,950.0,1330.0,21.0,28.0,www.ltu.edu,42.473368900000004,-83.2218731,Michigan
504,Mississippi College,Clinton,MS,Private,3513,5036,16693.0,13649.0,32385,79500.0,39.0,1070.0,1290.0,22.0,29.0,www.mc.edu,32.3415342,-90.3217585,Mississippi
505,University of North Georgia,Dahlonega,GA,Public,18782,20811,9854.0,5483.0,28094,85600.0,78.0,910.0,1130.0,20.0,25.0,www.ung.edu,34.5328484,-83.9845723,Georgia
506,Webster University,St. Louis,MO,Private,3732,12736,22937.0,17927.0,44962,83500.0,54.0,1040.0,1253.0,21.0,26.0,www.webster.edu,38.6264178,-90.1998378,Missouri
507,University of North Texas,Denton,TX,Public,35099,38276,13832.0,10638.0,33908,90100.0,72.0,1060.0,1260.0,21.0,27.0,www.unt.edu,33.1838787,-97.1413417,Texas
508,Texas State University,San Marcos,TX,Public,37449,38666,15545.0,8129.0,34245,90600.0,73.0,1020.0,1200.0,20.0,26.0,www.txstate.edu,29.882643599999998,-97.9405828,Texas
509,University of Maine,Orono,ME,Public,10304,11240,17074.0,8544.0,43618,95000.0,92.0,1050.0,1250.0,22.0,27.0,www.umaine.edu,44.883607,-68.672791,Maine
510,Central College,Pella,IA,Private,1237,1433,22558.0,26389.0,50547,88800.0,70.0,950.0,1220.0,21.0,26.0,www.central.edu,41.4080534,-92.91630909999999,Iowa
511,Christian Brothers University,Memphis,TN,Private,1919,2157,9468.0,23780.0,44430,96500.0,53.0,,,21.0,27.0,www.cbu.edu/admissions,35.1490215,-90.0516285,Tennessee
512,Manhattanville College,Purchase,NY,Private,1802,2690,21923.0,26213.0,54780,97500.0,82.0,,,,,www.mville.edu,41.0409305,-73.71457459999999,New York
513,Georgia State University,Atlanta,GA,Public,29773,32816,15506.0,10090.0,40873,90800.0,70.0,1040.0,1220.0,19.0,26.0,www.gsu.edu,33.7489924,-84.3902644,Georgia
514,William Jewell College,Liberty,MO,Private,933,1082,21134.0,25621.0,47928,94500.0,48.0,990.0,1240.0,23.0,28.0,www.jewell.edu/home,39.246479,-94.41907900000001,Missouri
515,Northern Arizona University,Flagstaff,AZ,Public,29609,31051,14789.0,10044.0,40705,90000.0,81.0,,,,,www.nau.edu,35.19875220000001,-111.6518229,Arizona
516,Westminster College (PA),New Wilmington,PA,Private,1263,1289,21618.0,25476.0,49546,87700.0,72.0,990.0,1220.0,20.0,27.0,www.westminster.edu,41.1222812,-80.3328428,Pennsylvania
517,Missouri State University,Springfield,MO,Public,22856,23697,15855.0,5480.0,28502,86800.0,84.0,1020.0,1245.0,21.0,26.0,www.missouristate.edu,37.2166779,-93.2920373,Missouri
518,"University of Nebraska, Omaha",Omaha,NE,Public,14610,15731,13173.0,6485.0,34522,89500.0,87.0,840.0,1102.0,19.0,26.0,www.unomaha.edu,41.258745899999994,-95.93837579999999,Nebraska
519,Florida Gulf Coast University,Fort Myers,FL,Public,14965,15317,15376.0,4726.0,39434,80000.0,64.0,1060.0,1210.0,21.0,25.0,www.fgcu.edu,26.640628000000003,-81.87230840000001,Florida
520,Meredith College,Raleigh,NC,Private,1789,1980,24545.0,21258.0,49324,77100.0,69.0,1000.0,1195.0,20.0,25.0,www.meredith.edu,35.7803977,-78.63909890000001,North Carolina
521,College of Idaho,Caldwell,ID,Private,954,999,21433.0,18125.0,41347,82100.0,76.0,,,,,www.collegeofidaho.edu,43.6678736,-116.68941559999999,Idaho
522,Carroll University,Waukesha,WI,Private,3048,3452,22736.0,18551.0,44150,86500.0,71.0,975.0,1210.0,21.0,26.0,www.carrollu.edu,43.0116784,-88.2314813,Wisconsin
523,Old Dominion University,Norfolk,VA,Public,22386,24375,15368.0,7270.0,43444,89900.0,86.0,980.0,1200.0,18.0,25.0,www.odu.edu,36.846292299999995,-76.2929252,Virginia
524,Mount Saint Mary's University (CA),Los Angeles,CA,Private,3100,3226,28274.0,23270.0,59392,97500.0,81.0,920.0,1120.0,16.0,21.0,www.msmc.la.edu/index.asp,34.0536909,-118.24276599999999,California
525,Andrews University,Berrien Springs,MI,Private,2250,3300,21460.0,16809.0,39714,85000.0,58.0,1040.0,1320.0,21.0,29.0,www.andrews.edu,41.9464336,-86.33889649999999,Michigan
526,Lynn University,Boca Raton,FL,Private,2245,3010,35077.0,14306.0,55923,85000.0,85.0,,,,,www.lynn.edu,26.3586885,-80.08309840000001,Florida
527,Baldwin Wallace University,Berea,OH,Private,3577,3791,23729.0,19781.0,46004,82800.0,78.0,,,,,www.bw.edu,41.3661614,-81.8543026,Ohio
528,Otterbein University,Westerville,OH,Private,2608,2936,24287.0,20110.0,46390,85600.0,76.0,1040.0,1305.0,21.0,27.0,www.otterbein.edu,40.126139,-82.9295287,Ohio
529,University of Massachusetts Boston,Boston,MA,Public,15848,16415,12412.0,11342.0,46941,95400.0,75.0,1040.0,1220.0,21.0,26.0,www.umb.edu,42.3602534,-71.0582912,Massachusetts
530,Queens University of Charlotte,Charlotte,NC,Private,1906,2507,23348.0,22152.0,48776,86600.0,79.0,1010.0,1198.0,21.0,26.0,www.queens.edu,35.227208600000004,-80.84308270000001,North Carolina
531,"Minnesota State University, Mankato",Mankato,MN,Public,14712,15273,15615.0,5108.0,28278,90900.0,61.0,,,20.0,24.0,www.mnsu.edu,44.163466299999996,-93.9993505,Minnesota
532,Portland State University,Portland,OR,Public,26693,27483,13578.0,6772.0,43989,90500.0,92.0,990.0,1220.0,19.0,25.0,www.pdx.edu,45.5202471,-122.6741949,Oregon
533,Westminster College (MO),Fulton,MO,Private,767,972,20402.0,18133.0,40510,,90.0,1015.0,1175.0,21.0,26.0,www.westminster-mo.edu,38.8467082,-91.94795859999999,Missouri
534,University of Northern Colorado,Greeley,CO,Public,11278,13399,20367.0,7708.0,35653,87100.0,89.0,1000.0,1240.0,19.0,25.0,www.unco.edu,40.42331420000001,-104.7091322,Colorado
535,Ripon College,Ripon,WI,Private,756,813,18592.0,28951.0,52341,89600.0,68.0,1040.0,1260.0,20.0,26.0,www.ripon.edu,43.8424502,-88.83729720000001,Wisconsin
536,Marietta College,Marietta,OH,Private,1145,1220,24022.0,22617.0,50104,94300.0,67.0,960.0,1215.0,20.0,25.0,www.marietta.edu,39.416774200000006,-81.4548392,Ohio
537,Sam Houston State University,Huntsville,TX,Public,19784,20938,13560.0,8976.0,31784,89900.0,74.0,1000.0,1140.0,19.0,23.0,www.shsu.edu,30.723526300000003,-95.55077709999999,Texas
538,St. Mary's University (TX),San Antonio,TX,Private,2432,3649,17522.0,22029.0,44490,95300.0,80.0,1040.0,1230.0,20.0,26.0,www.stmarytx.edu,29.424600199999997,-98.4951405,Texas
539,Illinois College,Jacksonville,IL,Private,959,987,16501.0,24557.0,42830,81700.0,55.0,,,,,www.ic.edu,39.7343037,-90.2288356,Illinois
540,Central Washington University,Ellensburg,WA,Public,12901,15944,14382.0,7096.0,36708,93200.0,86.0,910.0,1100.0,17.0,24.0,www.cwu.edu,46.9970635,-120.5451223,Washington
541,Doane University,Crete,NE,Private,1069,1072,24449.0,20109.0,46710,85300.0,65.0,,,20.0,25.0,www.doane.edu,40.628143,-96.961372,Nebraska
542,University of Hartford,West Hartford,CT,Private,6259,6561,30440.0,21526.0,54662,101600.0,81.0,1030.0,1230.0,21.0,27.0,www.hartford.edu,41.762044700000004,-72.74203990000001,Connecticut
543,Hood College,Frederick,MD,Private,1214,2112,23416.0,26864.0,54840,82600.0,81.0,,,,,www.hood.edu,39.4142186,-77.4109269,Maryland
544,University of Colorado Colorado Springs,Colorado Springs,CO,Public,12932,14122,15872.0,5682.0,36298,90900.0,93.0,1040.0,1250.0,21.0,26.0,www.uccs.edu,38.8339578,-104.8253485,Colorado
545,St. Catherine University,St. Paul,MN,Private,3747,4724,19935.0,26729.0,50716,82600.0,70.0,1040.0,1310.0,20.0,26.0,www.stkate.edu,44.9504037,-93.10150259999999,Minnesota
546,Fairleigh Dickinson University,Teaneck,NJ,Private,6168,7846,16136.0,31560.0,56618,93000.0,88.0,1002.0,1200.0,20.0,25.0,view.fdu.edu/default.aspx?id=320,40.886016399999995,-74.0072568,New Jersey
547,Millersville University,Millersville,PA,Public,7720,7915,22032.0,5668.0,38569,84700.0,79.0,970.0,1160.0,,,www.millersville.edu,39.997997999999995,-76.3545372,Pennsylvania
